Date,Level,Neighboring level
2009-08-18,0.7308,0.7645000000000001
2009-08-19,0.7318,0.7609999999999999
2009-08-20,0.7313000000000001,0.7623000000000001
2009-08-21,0.7296,0.7612
2009-08-22,0.7303000000000001,0.7603000000000001
2009-08-23,0.7318,0.7593000000000001
2009-08-24,0.7322000000000001,0.7544000000000001
2009-08-25,0.7328,0.752
2009-08-26,0.7349,0.7499
2009-08-27,0.7363000000000001,0.7479
2009-08-28,0.7385,0.746
2009-08-29,0.741,0.7417
2009-08-30,0.7419,0.7394000000000001
2009-08-31,0.7436,0.7364
2009-09-01,0.7446,0.7341000000000001
2009-09-02,0.7487,0.7302000000000001
2009-09-03,0.7491,0.7304
2009-09-04,0.7469,0.7267
2009-09-05,0.7453000000000001,0.7254
2009-09-06,0.7415,0.7246
2009-09-07,0.7382000000000001,0.7196
2009-09-08,0.7357,0.7163
2009-09-09,0.7317,0.7147
2009-09-10,0.7264,0.7117
2009-09-11,0.7212000000000001,0.7083
2009-09-12,0.7182000000000001,0.7026
2009-09-13,0.7145,0.6981
2009-09-14,0.7120000000000001,0.6958000000000001
2009-09-15,0.7114,0.6919000000000001
2009-09-16,0.7090000000000001,0.6887
2009-09-17,0.7105,0.6866
2009-09-18,0.7114,0.684
2009-09-19,0.7154,0.6824
2009-09-20,0.7191000000000001,0.6834
2009-09-21,0.7243,0.6845
2009-09-22,0.7279,0.6872
2009-09-23,0.7339,0.6919000000000001
2009-09-24,0.7426,0.6992
2009-09-25,0.7491,0.7040000000000001
2009-09-26,0.7601,0.7126
2009-09-27,0.7659999999999999,0.7214
2009-09-28,0.7714000000000001,0.7284
2009-09-29,0.7792,0.7375
2009-09-30,0.7841,0.7469
2009-10-01,0.7894,0.758
2009-10-02,0.794,0.7623000000000001
2009-10-03,0.7958000000000001,0.7661
2009-10-04,0.7959,0.7695000000000001
2009-10-05,0.7978000000000001,0.7748
2009-10-06,0.7976000000000001,0.7772
2009-10-07,0.7987000000000001,0.7777000000000001
2009-10-08,0.8007000000000001,0.7802
2009-10-09,0.8018000000000001,0.7811
2009-10-10,0.8052,0.7857000000000001
2009-10-11,0.8077000000000001,0.7893
2009-10-12,0.8131,0.7923
2009-10-13,0.8168000000000001,0.7965
2009-10-14,0.8192,0.7974
2009-10-15,0.8193,0.7999
2009-10-16,0.8190000000000001,0.8021
2009-10-17,0.8198000000000001,0.8028000000000001
2009-10-18,0.8201,0.8017000000000001
2009-10-19,0.8177000000000001,0.7978000000000001
2009-10-20,0.8119000000000001,0.7947000000000001
2009-10-21,0.8084,0.7899
2009-10-22,0.8055,0.7864
2009-10-23,0.8004,0.7834
2009-10-24,0.7959,0.7776000000000001
2009-10-25,0.7905000000000001,0.7738
2009-10-26,0.7826000000000001,0.7701
2009-10-27,0.7757000000000001,0.7644000000000001
2009-10-28,0.7706000000000001,0.7614000000000001
2009-10-29,0.7672,0.7594000000000001
2009-10-30,0.7635000000000001,0.7592
2009-10-31,0.7604000000000001,0.76
2009-11-01,0.7535000000000001,0.7602
2009-11-02,0.7515000000000001,0.7619
2009-11-03,0.748,0.76
2009-11-04,0.7442000000000001,0.7619
2009-11-05,0.7404000000000001,0.7577
2009-11-06,0.7354,0.7561
2009-11-07,0.7321000000000001,0.7512000000000001
2009-11-08,0.7275,0.7471
2009-11-09,0.7250000000000001,0.7444000000000001
2009-11-10,0.7241000000000001,0.7412000000000001
2009-11-11,0.7180000000000001,0.7349
2009-11-12,0.7168,0.7326
2009-11-13,0.7149,0.7290000000000001
2009-11-14,0.7106,0.7262000000000001
2009-11-15,0.7114,0.7190000000000001
2009-11-16,0.7083,0.7136
2009-11-17,0.7090000000000001,0.7095
2009-11-18,0.7056,0.7072
2009-11-19,0.7053,0.7062
2009-11-20,0.7028,0.7045
2009-11-21,0.7009000000000001,0.7042
2009-11-22,0.7006,0.7024
2009-11-23,0.6973,0.7013
2009-11-24,0.6959000000000001,0.6980000000000001
2009-11-25,0.6947,0.6952
2009-11-26,0.6928000000000001,0.6931
2009-11-27,0.6918000000000001,0.6904
2009-11-28,0.6897,0.6889000000000001
2009-11-29,0.6894,0.6851
2009-11-30,0.6868000000000001,0.6794
2009-12-01,0.6865,0.6767000000000001
2009-12-02,0.6859000000000001,0.6741
2009-12-03,0.6848000000000001,0.6743
2009-12-04,0.6843,0.6729999999999999
2009-12-05,0.6827000000000001,0.6685
2009-12-06,0.6812,0.6675
2009-12-07,0.6798000000000001,0.6666000000000001
2009-12-08,0.68,0.6666000000000001
2009-12-09,0.6811,0.6673
2009-12-10,0.6803,0.6679999999999999
2009-12-11,0.6801,0.6692
2009-12-12,0.6814,0.6728000000000001
2009-12-13,0.6806,0.6754
2009-12-14,0.6828000000000001,0.6752
2009-12-15,0.6807000000000001,0.6768000000000001
2009-12-16,0.6793,0.6783
2009-12-17,0.6801,0.6777000000000001
2009-12-18,0.68,0.68
2009-12-19,0.6787000000000001,0.6808000000000001
2009-12-20,0.6751,0.6804
2009-12-21,0.6752,0.6807000000000001
2009-12-22,0.6734,0.6792
2009-12-23,0.6716000000000001,0.6771
2009-12-24,0.6679,0.6731
2009-12-25,0.6646000000000001,0.6693
2009-12-26,0.6593,0.6659
2009-12-27,0.6557000000000001,0.6629999999999999
2009-12-28,0.6488,0.66
2009-12-29,0.6428,0.6539
2009-12-30,0.6359,0.6503
2009-12-31,0.6315000000000001,0.6463
2010-01-01,0.6271,0.6401
2010-01-02,0.6252,0.6377
2010-01-03,0.6241,0.6344000000000001
2010-01-04,0.6221,0.6306
2010-01-05,0.6222,0.6273000000000001
2010-01-06,0.6223000000000001,0.624
2010-01-07,0.6234000000000001,0.6221
2010-01-08,0.6241,0.6205
2010-01-09,0.6254000000000001,0.6173000000000001
2010-01-10,0.6286,0.6151
2010-01-11,0.6328,0.6127
2010-01-12,0.6359,0.6139
2010-01-13,0.6374000000000001,0.6137
2010-01-14,0.6383,0.6163000000000001
2010-01-15,0.6393,0.6169
2010-01-16,0.6385000000000001,0.6207
2010-01-17,0.6389,0.6208
2010-01-18,0.6387,0.6224000000000001
2010-01-19,0.6362,0.6234000000000001
2010-01-20,0.636,0.6244000000000001
2010-01-21,0.6355000000000001,0.626
2010-01-22,0.6357,0.6288
2010-01-23,0.637,0.6309
2010-01-24,0.6363,0.6322
2010-01-25,0.638,0.6341
2010-01-26,0.639,0.6367
2010-01-27,0.6437,0.6387
2010-01-28,0.6475000000000001,0.6414000000000001
2010-01-29,0.6495000000000001,0.6438
2010-01-30,0.6545000000000001,0.6474000000000001
2010-01-31,0.6599,0.6492
2010-02-01,0.6659,0.6528
2010-02-02,0.6711,0.6559
2010-02-03,0.68,0.6591
2010-02-04,0.6859999999999999,0.6643
2010-02-05,0.6911,0.6676000000000001
2010-02-06,0.6961,0.6697000000000001
2010-02-07,0.7021000000000001,0.6748000000000001
2010-02-08,0.7081000000000001,0.6809999999999999
2010-02-09,0.7123,0.684
2010-02-10,0.7154,0.6899000000000001
2010-02-11,0.7185,0.6952
2010-02-12,0.7239,0.6994
2010-02-13,0.7291000000000001,0.7056
2010-02-14,0.7308,0.7111000000000001
2010-02-15,0.7319,0.7167
2010-02-16,0.7352000000000001,0.7200000000000001
2010-02-17,0.7374,0.7220000000000001
2010-02-18,0.7394000000000001,0.7260000000000001
2010-02-19,0.7436,0.7302000000000001
2010-02-20,0.7471,0.7334
2010-02-21,0.752,0.7353000000000001
2010-02-22,0.754,0.7373000000000001
2010-02-23,0.7573000000000001,0.7405
2010-02-24,0.7595000000000001,0.7438
2010-02-25,0.7626000000000001,0.7464000000000001
2010-02-26,0.7634000000000001,0.7486
2010-02-27,0.7617,0.7507
2010-02-28,0.7622,0.7529
2010-03-01,0.7554000000000001,0.7537
2010-03-02,0.7469,0.7535000000000001
2010-03-03,0.7414000000000001,0.7535000000000001
2010-03-04,0.7364,0.7528
2010-03-05,0.7303000000000001,0.7468
2010-03-06,0.7235,0.7442000000000001
2010-03-07,0.7181000000000001,0.7390000000000001
2010-03-08,0.7137,0.7339
2010-03-09,0.7104,0.7286
2010-03-10,0.7050000000000001,0.7222000000000001
2010-03-11,0.7016,0.7145
2010-03-12,0.6988000000000001,0.7087
2010-03-13,0.6998000000000001,0.7029000000000001
2010-03-14,0.6997,0.6979000000000001
2010-03-15,0.6999000000000001,0.6928000000000001
2010-03-16,0.7011000000000001,0.6907
2010-03-17,0.7047,0.6894
2010-03-18,0.7069000000000001,0.6892
2010-03-19,0.7087,0.6899000000000001
2010-03-20,0.7122,0.6905
2010-03-21,0.7153,0.6953
2010-03-22,0.7238,0.6954
2010-03-23,0.7260000000000001,0.6986
2010-03-24,0.7284,0.7017
2010-03-25,0.7336,0.7078
2010-03-26,0.7352000000000001,0.7086
2010-03-27,0.7388,0.7107
2010-03-28,0.737,0.7149
2010-03-29,0.7402000000000001,0.7142000000000001
2010-03-30,0.7390000000000001,0.7165
2010-03-31,0.7397,0.7148
2010-04-01,0.7390000000000001,0.7147
2010-04-02,0.7377,0.7143
2010-04-03,0.7364,0.7115
2010-04-04,0.7344,0.7099000000000001
2010-04-05,0.7278,0.7082
2010-04-06,0.7232000000000001,0.7059000000000001
2010-04-07,0.7202000000000001,0.7040000000000001
2010-04-08,0.7198,0.7007
2010-04-09,0.7192000000000001,0.6990000000000001
2010-04-10,0.7204,0.6974
2010-04-11,0.7242000000000001,0.6983
2010-04-12,0.7301000000000001,0.7003
2010-04-13,0.7387,0.7053
2010-04-14,0.7455,0.7100000000000001
2010-04-15,0.7569,0.7141000000000001
2010-04-16,0.7671,0.7192000000000001
2010-04-17,0.7824,0.7250000000000001
2010-04-18,0.8037000000000001,0.733
2010-04-19,0.8214,0.7454000000000001
2010-04-20,0.8416,0.7535000000000001
2010-04-21,0.8608,0.763
2010-04-22,0.8809999999999999,0.775
2010-04-23,0.8959,0.7879
2010-04-24,0.9147,0.8023
2010-04-25,0.9305,0.8180000000000001
2010-04-26,0.9416,0.8341000000000001
2010-04-27,0.9525,0.8463
2010-04-28,0.9664,0.8632000000000001
2010-04-29,0.9724,0.8806
2010-04-30,0.981,0.898
2010-05-01,0.9831,0.9132
2010-05-02,0.9828,0.9279
2010-05-03,0.9752,0.9404
2010-05-04,0.9694,0.9514
2010-05-05,0.9576,0.9617
2010-05-06,0.9443,0.9669
2010-05-07,0.9295,0.9688
2010-05-08,0.9104,0.9647
2010-05-09,0.8933000000000001,0.9602
2010-05-10,0.8719,0.9547
2010-05-11,0.8490000000000001,0.9431
2010-05-12,0.8295,0.9309
2010-05-13,0.8144,0.9128
2010-05-14,0.7965,0.8948
2010-05-15,0.7803,0.8731
2010-05-16,0.765,0.8548
2010-05-17,0.7517,0.8393
2010-05-18,0.7432000000000001,0.8202
2010-05-19,0.7338,0.8022
2010-05-20,0.7248,0.7871
2010-05-21,0.7194,0.7704000000000001
2010-05-22,0.7142000000000001,0.7598
2010-05-23,0.7113,0.7474000000000001
2010-05-24,0.7076,0.7376
2010-05-25,0.7082,0.73
2010-05-26,0.7058,0.7244
2010-05-27,0.7047,0.7211000000000001
2010-05-28,0.6998000000000001,0.7157
2010-05-29,0.6981,0.7127
2010-05-30,0.6955,0.7101000000000001
2010-05-31,0.6919000000000001,0.7012
2010-06-01,0.6881,0.6967
2010-06-02,0.6838000000000001,0.6947
2010-06-03,0.6788000000000001,0.6926
2010-06-04,0.6743,0.6879000000000001
2010-06-05,0.67,0.6817000000000001
2010-06-06,0.6649,0.6761
2010-06-07,0.6592,0.6707000000000001
2010-06-08,0.6551,0.6669
2010-06-09,0.6525000000000001,0.6603
2010-06-10,0.6505000000000001,0.6557000000000001
2010-06-11,0.6494,0.6527000000000001
2010-06-12,0.6496000000000001,0.6533
2010-06-13,0.6465000000000001,0.6494
2010-06-14,0.6518,0.6477
2010-06-15,0.6507000000000001,0.6483
2010-06-16,0.653,0.6509999999999999
2010-06-17,0.6504,0.6542
2010-06-18,0.65,0.6575000000000001
2010-06-19,0.6445000000000001,0.6559999999999999
2010-06-20,0.6417,0.6585000000000001
2010-06-21,0.6415000000000001,0.6595000000000001
2010-06-22,0.6386000000000001,0.6609
2010-06-23,0.6357,0.6615
2010-06-24,0.633,0.6616000000000001
2010-06-25,0.6298,0.6635
2010-06-26,0.6305000000000001,0.6626000000000001
2010-06-27,0.6316,0.6625
2010-06-28,0.6315000000000001,0.6611
2010-06-29,0.6318,0.6601
2010-06-30,0.6344000000000001,0.6586000000000001
2010-07-01,0.6345000000000001,0.6548
2010-07-02,0.6352,0.6532
2010-07-03,0.6344000000000001,0.6511
2010-07-04,0.6384000000000001,0.6477
2010-07-05,0.6401,0.6433
2010-07-06,0.6384000000000001,0.6447
2010-07-07,0.6413,0.6451
2010-07-08,0.642,0.6451
2010-07-09,0.6406000000000001,0.6466000000000001
2010-07-10,0.636,0.6469
2010-07-11,0.6326,0.6492
2010-07-12,0.6287,0.6459999999999999
2010-07-13,0.622,0.6475000000000001
2010-07-14,0.624,0.6473
2010-07-15,0.6189,0.6428
2010-07-16,0.6112000000000001,0.6436000000000001
2010-07-17,0.6045,0.6402
2010-07-18,0.5966,0.635
2010-07-19,0.5948,0.6315000000000001
2010-07-20,0.5961000000000001,0.6272
2010-07-21,0.5974,0.6243000000000001
2010-07-22,0.5959,0.6199
2010-07-23,0.6013000000000001,0.6169
2010-07-24,0.6079,0.6131
2010-07-25,0.6086,0.6152000000000001
2010-07-26,0.6124,0.6139
2010-07-27,0.6199,0.6128
2010-07-28,0.6226,0.6126
2010-07-29,0.6277,0.6089
2010-07-30,0.6301,0.6103000000000001
2010-07-31,0.6343,0.6072000000000001
2010-08-01,0.6371,0.6055
2010-08-02,0.642,0.6051000000000001
2010-08-03,0.648,0.6099
2010-08-04,0.6502,0.6111
2010-08-05,0.65,0.6126
2010-08-06,0.648,0.6118
2010-08-07,0.6495000000000001,0.6125
2010-08-08,0.6483,0.6099
2010-08-09,0.6479,0.6061000000000001
2010-08-10,0.6454000000000001,0.6066
2010-08-11,0.6414000000000001,0.6062000000000001
2010-08-12,0.6409999999999999,0.6058
2010-08-13,0.6355000000000001,0.6018
2010-08-14,0.6309,0.5963
2010-08-15,0.6279,0.5953
2010-08-16,0.6224000000000001,0.5912000000000001
2010-08-17,0.6232,0.5874
2010-08-18,0.6214000000000001,0.5820000000000001
2010-08-19,0.6208,0.5805
2010-08-20,0.6211,0.5784
2010-08-21,0.624,0.5806
2010-08-22,0.6253000000000001,0.5819
2010-08-23,0.6362,0.5842
2010-08-24,0.6419,0.5870000000000001
2010-08-25,0.6469,0.5932000000000001
2010-08-26,0.6497,0.5989
2010-08-27,0.6535000000000001,0.6053000000000001
2010-08-28,0.6536000000000001,0.6112000000000001
2010-08-29,0.6544,0.6151
2010-08-30,0.6551,0.6174000000000001
2010-08-31,0.6535000000000001,0.6187
2010-09-01,0.6507000000000001,0.6201
2010-09-02,0.6493,0.6192000000000001
2010-09-03,0.6476000000000001,0.6162000000000001
2010-09-04,0.6432,0.6147
2010-09-05,0.6429,0.6078
2010-09-06,0.6385000000000001,0.6055
2010-09-07,0.6366,0.6023000000000001
2010-09-08,0.634,0.599
2010-09-09,0.633,0.5988
2010-09-10,0.6312,0.5985
2010-09-11,0.6303000000000001,0.5967
2010-09-12,0.6283000000000001,0.5968
2010-09-13,0.6281,0.5969
2010-09-14,0.6248,0.5971000000000001
2010-09-15,0.6239,0.5978
2010-09-16,0.6203000000000001,0.5989
2010-09-17,0.6173000000000001,0.6006
2010-09-18,0.6139,0.6008
2010-09-19,0.6136,0.6006
2010-09-20,0.6082000000000001,0.6007
2010-09-21,0.6037,0.5994
2010-09-22,0.6011000000000001,0.5930000000000001
2010-09-23,0.5933,0.5916
2010-09-24,0.5882000000000001,0.5889
2010-09-25,0.5814,0.5819
2010-09-26,0.5736,0.5753
2010-09-27,0.5653,0.5695
2010-09-28,0.5616,0.5642
2010-09-29,0.557,0.5567
2010-09-30,0.5489,0.5522
2010-10-01,0.546,0.5469
2010-10-02,0.5449,0.5429
2010-10-03,0.545,0.5365
2010-10-04,0.5471,0.5343
2010-10-05,0.5437000000000001,0.5283
2010-10-06,0.5418000000000001,0.5222
2010-10-07,0.5429,0.5186000000000001
2010-10-08,0.5407000000000001,0.5121
2010-10-09,0.5363,0.5061
2010-10-10,0.5338,0.5024000000000001
2010-10-11,0.5292,0.4982
2010-10-12,0.5279,0.4942
2010-10-13,0.5257000000000001,0.4898
2010-10-14,0.5211,0.4879
2010-10-15,0.5228,0.4876
2010-10-16,0.5165000000000001,0.4864
2010-10-17,0.5107,0.4829
2010-10-18,0.5052,0.4818
2010-10-19,0.5068,0.4765
2010-10-20,0.5064000000000001,0.4707
2010-10-21,0.5067,0.4663000000000001
2010-10-22,0.5071,0.4706
2010-10-23,0.5057,0.4749
2010-10-24,0.5056,0.4753
2010-10-25,0.5067,0.4723
2010-10-26,0.5061,0.4705
2010-10-27,0.5078,0.4694
2010-10-28,0.5102,0.4704
2010-10-29,0.5078,0.4674
2010-10-30,0.5101,0.4665
2010-10-31,0.5119,0.46799999999999997
2010-11-01,0.5114000000000001,0.473
2010-11-02,0.508,0.4752
2010-11-03,0.508,0.4757
2010-11-04,0.5072,0.4697
2010-11-05,0.5073,0.4704
2010-11-06,0.5067,0.4686
2010-11-07,0.507,0.4673000000000001
2010-11-08,0.5028,0.4666
2010-11-09,0.5014000000000001,0.466
2010-11-10,0.4955,0.4659
2010-11-11,0.4928,0.4663000000000001
2010-11-12,0.4903,0.4655
2010-11-13,0.4882,0.4653000000000001
2010-11-14,0.4863,0.4668000000000001
2010-11-15,0.4833,0.4665
2010-11-16,0.4798,0.4665
2010-11-17,0.4752,0.4649
2010-11-18,0.4757,0.4618
2010-11-19,0.4735,0.4581
2010-11-20,0.4726,0.4561
2010-11-21,0.4674,0.4542000000000001
2010-11-22,0.4639,0.4543
2010-11-23,0.4603,0.4525
2010-11-24,0.4566,0.4497
2010-11-25,0.4511,0.4476
2010-11-26,0.4467,0.4464
2010-11-27,0.4421000000000001,0.444
2010-11-28,0.4355,0.4354
2010-11-29,0.4319,0.4309
2010-11-30,0.4214,0.4305
2010-12-01,0.4168,0.425
2010-12-02,0.4122,0.4201
2010-12-03,0.4092,0.4162
2010-12-04,0.408,0.4087
2010-12-05,0.4068,0.4068
2010-12-06,0.4068,0.4051
2010-12-07,0.4055,0.4024
2010-12-08,0.4046,0.4016
2010-12-09,0.4095,0.4031
2010-12-10,0.4135,0.4045
2010-12-11,0.414,0.4079
2010-12-12,0.4171,0.409
2010-12-13,0.4208,0.4106
2010-12-14,0.4234,0.4144000000000001
2010-12-15,0.4262,0.4188
2010-12-16,0.4305,0.42
2010-12-17,0.4335,0.423
2010-12-18,0.4362,0.4247
2010-12-19,0.4377,0.4268
2010-12-20,0.4394,0.4275000000000001
2010-12-21,0.4397,0.4312
2010-12-22,0.4402,0.4327
2010-12-23,0.443,0.4323
2010-12-24,0.4437,0.4308
2010-12-25,0.4456,0.43
2010-12-26,0.4487,0.4284
